Created_at,LT (m2),LB (m2),KT,KM,Garasi,Carport,Lokasi,Sertifikat,Listrik,Hadap,Harga,URL,Deskripsi
07-12-2021,120,45,2,1,,1,Kota Semarang,SHM,2200,Tenggara,575000000,https://www.rumahku.com/p/LPH50005/rumah-dijual-mijen-semarang-50519,"Keunggulan:
- CLUSTER EXCLUSIVE
- DEKAT MALL BSB DAN KAMPUS UNIKA BSB
- Cluster perumahan yang berada di belakang kantor SABHARA BSB CITY Semarang"
07-12-2021,174,150,3,2,,,Kota Semarang,SHM,2200,,1255000000,https://www.realoka.com/206151-griya-tria-tinggal-2-dua-unit-sebelum-terlambat,"GRIYA TRIA INDAH 1
Rumah kawasan elite, terletak di ungaran,dijalan DI Panjaitan
Belakang Polsek Ungaran
Tepat dibatas kota Ungaran
Lokasi Strategis
400m dr jalan PROVINSI
3 menit Pasar Ungaran
3 menit alun alun lama ungaran
4 menit Alun alun bungkarno
4 menit ke pintu toll
1 menit ke kantor ATR/BPN"
07-12-2021,60,36,2,1,,1,Kota Semarang,SHM,1300,Selatan,290000000,https://www.rumahku.com/p/H3BFJ018/rumah-dijual-banyumanik-semarang-50264,"LOKASI SANGAT STRATEGIS :
- 1 menit ke Sekolah STM Grafika
- 4 menitan ke RS HERMINA
- 5 menitan ke TRANSMART
- 7 menitan ke ADA / Tol Sukun
- 10 menitan ke kampus UNDIP
- Posisi Hook Jalan depan lebar
"
06-12-2021,100,70,3,2,,1,Kota Semarang,SHM,2200,,950000000,https://www.99.co/id/properti/rumah-modern-jalan-durian-banyumanik-srondol-tembalang-semarang-kota-64754769105,"Keunggulan:
- Cluster Grand Valley Grand Panorama, Banyumanik Semarang.
- Design minimalis dengan view Gunung Ungaran.
- Hanya 5 menit menuju Gerbang Tol Banyumanik.
- FREE! Biaya BPHTB dan BBN"
07-12-2021,84,45,2,1,,1,Kota Semarang,SHM,1300,Utara,495000000,https://www.rumahku.com/p/CZ5GW006/rumah-dijual-banyumanik-semarang-50264,"Keunggulan:
- Hunian Idaman , Nyaman dan Aman
- Cluster Grand Valley Grand Panorama, Banyumanik Semarang
- Design minimalis dengan view Gunung Ungaran
- Hanya 5 menit menuju Gerbang Tol Banyumanik.
- FREE! Biaya BPHTB dan BBN"
07-12-2021,127,50,3,2,1,1,Kota Semarang,SHM,2200,Selatan,600000000,https://www.rumahku.com/p/PFCZ1019/rumah-dijual-ngaliyan-semarang-50181,"Keunggulan:
- Interior Semi furnished
- Fasilitas Swimming Pool"
07-12-2021,90,80,2,1,,1,Kota Semarang,SHM,1300,Utara,600000000,https://www.olx.co.id/item/rumah-klipang-pesona-asri-regency-dekat-rsud-ketileng-iid-847013840,"Lingkungan One Gate System
CCTV + Satpam 6 Personil (24 Jam)
Lebar Jalan Full Paving Simpangan Mobil
Cluster Tanpa Pagar
Bebas Banjir
Dekat RSUD Ketileng
Dekat SD Internasional
Dekat SMPN 34
Dekat SMAN 15
Dekat Kampus UNIMUS
Dekat Pusat Bisnis & Kuliner"
06-12-2021,120,38,2,1,,1,Kota Semarang,SHM,1300,Barat,500000000,https://www.99.co/id/properti/rumah-dijual-cepat-siap-pakai-di-teras-bali-mijen-59087176424,"Taman Legian, Teras Bali
Lt: 120
Lb: 38
SHM
Hdp Brt
KT: 2
Km: 1
1300 watt
Carport: 1
pam&artetis
Canopy
Harga: 500 jt"
04-12-2021,209,63,2,1,,1,Kota Semarang,SHM,1300,,1800000000,https://www.99.co/id/properti/rumah-paling-aman-lingkungan-dijamin-nyaman-taman-bunga-bsb-ngaliyan-semarang-18516787991,"Perumahan Elite BSB
One gate system
Keamanan 24 jam
Bebas banjir
Lokasi strategis
3 menit Pasar Ngaliyan
5 menit Kampus UNIKA
10 menit Kampus UIN Sunan Kalijogo
20 menit Bandar Udara Ahmad Yani"
07-12-2021,578,500,6,4,3,3,Kota Semarang,SHM,7700,,6000000000,https://www.olx.co.id/item/jual-rumah-mewah-ada-kolam-renang-pribadi-ruangan-sangat-luas-iid-849414208,"Semi Furniture
Kolam renang dewasa
Kolam renang anak
Tempat Gym
SELLING POINT :
• 2 menit ke Alfamart dan indomart
• 3 menit ke Undip dan Polines Tembalang
• 4 menit ke Superindo
• 5 menit ke Akses Tol
• 5 menit ke Transmart, Ada swalayan
• 5 menit ke Al azhar"
07-12-2021,685,500,15,8,,1,Kota Semarang,SHM,2200,Timur,18000000000,https://www.olx.co.id/item/rumah-luas-belakang-spbu-gajahmungkur-cocok-untuk-usahatempat-tinggal-iid-849425243,"jalan depan lebar bisa simpangan mobil. lokasi sangat strategis, di belakang spbu gajahmungkur, dekat hotel2, resto, tempat usaha, dll. sangat cocok dijadikan tempat usaha seperti resto atau tempat tinggal. dekat juga ke jalan veteran. ke pusat kota semarang juga dekat. bebas banjir."
07-12-2021,71,60,3,2,,1,Kota Semarang,SHM,2200,,800000000,https://www.olx.co.id/item/perumahan-di-semarang-dekat-bale-kota-iid-849418623,"*FASILITAS*
- Cctv
- Smarthome System
- WiFi
- Smart Door Lock
*KEUNGGULAN LOKASI*
- 0 km jalan raya
- akses jalan lebar
- bebas banjir
- dekat sarana pendidikan ( SD labscool UNNES, SMP N 13, UNWAHAS, STIKUBANK, dll)
- 8 Menit RSUP dr. Kariadi
- 10 Menit Simpang Lima
- 10 Menit POLDA Jawa Tengah
- 10 Menit Exit Toll Jatingaleh"
07-12-2021,72,72,2,1,1,1,Kota Semarang,SHM,1300,,300000000,https://www.olx.co.id/item/rumah-murah-bpd-tlogomulyo-pedurungan-rumah-dijual-iid-849428073,"Keunggulan lokasi :
• 3 menit SUPERINDO
• 3 menit SPBU
• 5 menit Kampus POLTEKKES
• 8 menit Pizza Hut Pedurungan
• 9 menit McDonald's
• 10 menit ADA Majapahit
• 12 menit Kampus UNIMUS
• 13 menit Pintu TOL Gayamsari
• 13 menit RS Bhayangkara
• 18 menit Simpang Lima Semarang"
30-11-2021,120,70,3,2,,1,Kota Semarang,SHM,1300,,399000000,https://www.olx.co.id/item/rumah-sampangan-unnes-hrg-terjangkau-tepi-jl-raya-sampangan-unnes-iid-807405247,"- BONUS PONDASI CAKAR AYAM 4 TITIK , sehingga kl di kemudian hari mau dibuat lantai 2 tidak usah bongkar pondasi bawah krn sdh struktur utk 2 lantai
- Harga Promo terbatas dan bs berubah sewaktu2
- LOKASI PERSIS TEPI JL RAYA SAMPANGAN -- UNNES SMG
- INVESTASI YG BGS KRN DKT KAMPUS UNIVERSITAS NEGERI DAN DEKAT PUSAT KOTA hanya 10 menit
- DEKAT PASAR SAMPANGAN DAN RS KARYADI, RS WILIAM BOOT, RS ELISABETH
- View Bagus pemandangan ke arah bukit sari dan lapangan golf Gombel
- Bebas longsor krn tanah padas dan kondisi relatif rata dan tanah tdk gerak
- Dekat dgn Undip, srondol dan banyumanik krn ada jl tembus dari Unnes ke Undip tembalang hanya 10menit .
- Harga sewaktu2 bs berubah"
05-12-2021,90,85,3,2,,,Kota Semarang,SHM,2200,,1000000000,https://www.99.co/id/properti/rumah-di-tirto-agung-tembalang-undip-89221901175,"Spesifikasi :
Pondasi cakar ayam
Struktur beton bertulang
Lantai granit
Atap baja ringan
Kusen almunium
Plafin gypsum
Air sumur bor (bebas bayar)
Iistrik 2200.
#STRATEGIS
- Belakang persis apartemen Tamansari Cendikia
- Belakang Prabanata village.
250mtr pintu tol Tirto Agung
-10 menit Undip"
04-12-2021,250,200,5,2,1,,Kota Semarang,SHM,3500,,2800000000,https://www.99.co/id/properti/rumah-impian-kualitas-dahsyat-gan-jl-tampomas-petompon-semarang-86010797425,"Rumah Impian Kualitas Dahsyat Gan , Jl. Tampomas Petompon Semarang Rumah di jalan Tampomas selain bebas banjir juga merupakan kawasan pemukiman yang berada di tengah tengah Kota Semarang Magnet kawasan: 3 menit RSUP Karyadi 5 menit Tugu Muda Semarang 5 menit Kawasan Simpang Lima Semarang 15 menit Bandara Ahmad Yani Semarang Spesifikasi Luas tanah 250 Luas bangunan 200 Kamar tidur 5 Kamar mandi 2 Ruang tamu Ruang keluarga Dapur Gudang Garasi muat 3 mobil Listrik 3500 Air PDAM SHM Dijual cepat harga 2.8 M (nego) wa.me/6285878452987"
04-12-2021,120,67,3,1,,,Kota Semarang,SHM,2200,,975000000,https://www.99.co/id/properti/rumah-eksklusif-pandanran-hills-sambiroto-tembalang-60301011905,"Dijual rumah siap huni di perumahan eksklusif Pandanaran Hills Sambiroto Tembalang Rumah di ingkungna cluster yang menawarkan keamanan 24 jam serta kenyamanan untuk dihuni Fasilitas Perumahan lengkap dari tempat ibadah sampai kolam renang, akses jalan perumahan yang lebar dan terawat. Bonus view LT 120 LB 67 KT 3+1KM 1+1 token 2200watt air artetis Depan full canopi, teralis ,pintu besi dan ram nyamuk. belakang suda keramik ( 4x5 = 20 meter ), kanopi dan ram nyamuk. SHM 975 jt nego"
05-12-2021,468,700,8,4,1,,Kota Semarang,SHM,7700,Selatan dan Utara,2950000000,https://www.99.co/id/properti/rumah-mewah-ready-di-ngaliyan-semarang-18014552782,"Dijual BU Rumah mewah berkualitas Full Granit Jl. Bukit Ngaliyan Permai Blok B-8. Perumahan Pokok Pondasi, Ngaliyan  LT 468 m2 LB sekitar 700 m2 KT 8 KM 4 mewah (2 dalam, 2 luar) Air artetis Listrik 7700 watt (4400 dan 3300, token) Hadap Selatan dan Utara  (2 rumah nyambung jadi 1) Ada kolam renang Garasi luas Carport luas Jalaman dangat luas. Ada aula besar di atas Bisa dibuat ruang tamu Bisa juga lantai atas utk kost kost an / Kantor kerja SHM Full granit Rp.2.950M nego sampai jadi."
07-12-2021,120,70,2,2,,1,Kota Semarang,SHM,2200,,1370999547,https://www.olx.co.id/item/on-progres-maret-serah-terima-kunci-iid-849423019,Kedaton park type dirgamaya lb.70 lt.120 2kt 2km SHM ready dua unit on progres bangun Spek istimewa Lebar jalan depan 8m Listrik 2.200wat Air artetis Taman cantic Harga sudah free notaris. PBHTB. AJB+baliknama Peningkatan SHM dan juga IMB Udara sejuk dan juga nyaman Fasilitas lengkap Dekat Unika kampus 2 Dekat Up town Mall Dekat rumah sakit dll Sistem pembayaran cash keras. Tunai bertahap atau KPR dengan uang muka mulai 10% saja proses KPR dibantu dan kita sudah MOU dengan hampir semua Bank Info lengkap hubungi lyson kedaton
07-12-2021,98,60,3,2,,1,Kota Semarang,SHM,2200,,1400000000,https://www.olx.co.id/item/rumah-2-lantai-dekat-bandara-ahmadyani-iid-849421033,"*KEUNGGULAN LOKASI*
- 0 km jalan raya
- akses jalan lebar
- bebas banjir
- dekat sarana pendidikan ( SD labscool UNNES, SMP N 13, UNWAHAS, STIKUBANK, dll)
- 8 Menit RSUP dr. Kariadi
- 10 Menit Simpang Lima
- 10 Menit POLDA Jawa Tengah
- 10 Menit Exit Toll Jatingaleh
- 15 Menit Bandara Ahmad Yani"
03-12-2021,86,45,2,1,,1,Kota Semarang,SHM,1300,,466111000,https://www.olx.co.id/item/new-pesona-pedurungan-rumah-wuapik-akses-mudah-iid-849018155,"KEUNGGULAN LOKASI :
Dekat jalan raya woltermonginsidi
Dekat pom bensin
Dekat minimarket
Selangkah ke swalayan aneka jaya
Selangkah ke SD, SMO
Selangkah ke stasiun
Dekat kampus III Polteknes semarang"
27-11-2021,81,45,2,1,,1,Kota Semarang,SHM,1300,,448202100,https://www.olx.co.id/item/rumah-legent-bagus-harga-hemat-pedurungan-punya-iid-848545261,"KEUNGGULAN LOKASI :
Dekat jalan raya woltermonginsidi
Dekat pom bensin
Dekat minimarket
Selangkah ke swalayan aneka jaya
Selangkah ke SD, SMO
Selangkah ke stasiun
Dekat kampus III Polteknes semarang"
08-10-2021,189,150,4,2,,1,Kota Semarang,SHM,2200,,870000000,https://www.olx.co.id/item/rumah-di-genuk-baru-lokasi-sangat-asri-iid-832666056,"5 Menit SDN 02 TegalSari,
5 menit Ke Simpang Lima,
5 menit Ke Kantor Lurah TegalSari,
5 menit ke POLDA JATENG
10menit Ke SMA 1, SMKN 7, SMKN 8
10menit Ke SMPN 10 , SMPN 5, SMP NASIMA
10 menit Ke UNDIP, UNISBANK, PIP Semarang
10 menit Ke Mall Ciputra,
10 menit Ke Jalan Raya Pandanaran
5 menit Ke Java Mall
10 menit ke RS Telogorejo
10 menit ke RS Siloam
10 menit Ke Pasar Peterongan,
5 menit Ke RS. Elisabeth,
10 menit Ke RS.Romani,
5 menit Ke Gedung Wanita."
07-12-2021,98,60,3,2,,,Kota Semarang,SHM,2200,,750000000,https://www.olx.co.id/item/rumah-2-lantai-lokasi-dekat-unis-bank-iid-849419465,"*FASILITAS*
- Cctv
- Smarthome System
- WiFi
- Smart Door Lock
*KEUNGGULAN LOKASI*
- 0 km jalan raya
- akses jalan lebar
- bebas banjir
- dekat sarana pendidikan ( SD labscool UNNES, SMP N 13, UNWAHAS, STIKUBANK, dll)
- 8 Menit RSUP dr. Kariadi
- 10 Menit Simpang Lima
- 10 Menit POLDA Jawa Tengah
- 10 Menit Exit Toll Jatingaleh
- 15 Menit Bandara Ahmad Yani"
07-12-2021,90,100,3,2,,1,Kota Semarang,SHM,1300,Selatan,850000000,https://www.olx.co.id/item/jual-rumah-di-candi-kalasan-manyaran-semarang-no-paramount-village-iid-849417678,"Dijual Rumah Bagus Siap Huni, Bonus 1 AC"
07-12-2021,180,150,3,1,1,1,Kota Semarang,SHM,1300,Timur,750000000,https://www.olx.co.id/item/rumah-dekat-kota-lb-150m-lt-180m-3kt-1km-strategis-di-sampangan-iid-821586029,"BONUS
- Kanopi
- Tandon Air
- Free All Biaya"
26-08-2021,730,300,6,3,,1,Kota Semarang,SHM,1300,,2950000000,https://www.olx.co.id/item/rumah-mewah-halaman-luas-shm-siap-huni-iid-797871277,"Di jual rumah mewah model klasik 100% bangunan baru di Mahesa
Luas halaman 500M (Bisa untuk parkir 60mobil/di pake usaha lain
200m dari jalan majapahit
100 m dr jl. Sukarno hatta
Dijual Rp 2.95 M /balik modal
Bebas banjir, aman dan nyaman"
26-11-2021,160,250,9,7,,1,Kota Semarang,SHM,3500,,2400000000,https://www.olx.co.id/item/rumah-tengah-kotabaru-selesai-renovasi-utk-kos2an-9kamar-iid-846802645,"Dijual rumah modern 2 lantai untuk kos2an. Baru Saja selesai renovasi. Ada partly furniture. Ada 9 kamar tidur dan 7 kamar mandi dalam. Listrik 3500va, air PAM. Lokasi tepat di tengah kota, sompok. 2menit ke Java Mall, 5 menit ke Simpang Lima"
19-11-2021,120,140,4,2,,1,Kota Semarang,SHM,2200,Utara,1700000000,https://www.olx.co.id/item/cluster-graha-estetika-banyumanik-tirto-agung-undip-tol-srondol-iid-847735117,"KEUNGGULAN LOKASI
— Cluster One Gate System
— Keamanan 24 Jam
— Hanya 3 menit TOL Jakarta-Surabaya
— Hanya 4 menit SD Al Azhar
— Hanya 5 menit Kampus UNDIP
— Hanya 10 menit TRANSMART
FASILITAS CLUSTER : Kolam Renang, Fitness Center, Jogging Track, Cafe, Taman Bermain, Tempat Ibadah"
07-12-2021,240,260,4,4,1,2,Kota Semarang,SHM,4400,,3300000000,https://www.olx.co.id/item/jual-rumah-mewah-di-graha-taman-pelangi-bsb-city-semarang-no-ivy-park-iid-849416391,"Dapur 2( kotor+ bersih)
Garasi 1
Carport 2
AC 5 units
Gazebo + kolam koi
HM"
15-11-2021,187,180,4,3,1,,Kota Semarang,SHM,2200,Barat,2400000000,https://onlist.id/detil/rumah-bagus-2-lantai-di-cluster-mewah-di-kota-atas-semarang-280767,"including Perabotan lemari pakaian , kitchen set dan AC 4 unit
dekat dengan transmart, KFC, pintu tol.
jalan depan paving lebar 8 m
satpam 24 jam cctv, aman, bebas banjir"
07-12-2021,578,500,6,4,3,3,Kota Semarang,SHM,7700,,6000000000,https://www.olx.co.id/item/rumah-mewah-2-lantai-gondang-raya-bulusan-banjarsari-tembalang-iid-849414987,"SELLING POINT :
• 2 menit ke Alfamart dan indomart
• 3 menit ke Undip dan Polines Tembalang
• 4 menit ke Superindo
• 5 menit ke Akses Tol
• 5 menit ke Transmart, Ada swalayan
• 5 menit ke Al azhar"
01-12-2021,82,82,2,1,,1,Kota Semarang,SHM,1300,,340000000,https://onlist.id/detil/rumah-dalam-cluster-plamongan-indah-286596,"- Dekat Jalan Raya
- Gym  
- Keamanan 24 jam  
- Kolam Renang 
- One Gate System 
- Parkiran 
- Taman Bermain"
25-11-2021,200,200,5,3,,2,Kota Semarang,SHM,2200,Tenggara,1350000000,https://onlist.id/detil/dijual-rumah-warna-putih-di-tlogosari-semarang-tp-284510,"- Air Conditioner (AC) 
- Keamanan 24 jam 
- Parkiran 
- Pusat Bisnis
- Cocok untuk dijadikan usaha seperti jualan, toko kelontong, kantor, dll."
04-12-2021,126,100,2,2,,1,Kota Semarang,SHM,1300,,1500000000,https://rumahdijual.com/5898758,"*Fasilitas tambahan :
*Carport
*Line telp dan internet
*Gudang
Keunggulan :
~Lokasi sangat strategis, berada di area yang sudah ramai dan berkembang
~Lokasi berada di area bebas banjir
~Lingkungan nyaman, asri dan aman
~5 menit ke kampus UNDIP Semarang
~3 menit ke Transmart
~4 Menit ke jalan tol
~4 Menit ke jalan Raya
~5 Menit ke rumah sakit"
07-12-2021,136,37,2,1,,1,Kota Semarang,SHM,1300,,495000000,https://rumahdijual.com/11628206,"Desain arsitektur rumah kekinian serta tak jauh dari pusat kegiatan ekonomi, pendidikan dan keamanan spt :
- Markas Sabhara
- Mall BSB Mijen
- Kampus UNIKA BSB Mijen
- RSUD Mijen
- SMP-SMA-SMK Boarding School Nurul Islam.
- Selangkah dr SDN 01 Wonolopo.
- Kampus Lab. Kes. Masy. UNIMUS.
- PonPes Baitussalam
- SD-SMP IT Cahaya Bangsa
- POLSEK Mijen.
- Pasar Mijen.
- Jalan lebar
- Drainase ramah lingkungan"
07-12-2021,100,100,2,1,,1,Kota Semarang,SHM,2200,Utara,730000000,https://www.rumah123.com/properti/semarang/hos9295927/,"Rumah siap huni dengan LD 10m,Bangunan baru gress dengan desain mewah,aman dari banjir karena sudah lebih tinggi dari jalan,dekat dengan The Park View Mall baru di Madukoro serta akses mudah ke tengah kota,cocok untuk pekerja maupun pasangan baru"
08-12-2021,920,600,5,4,2,6,Kabupaten Semarang,SHM,4400,Timur Laut,16500000000,https://www.rumah123.com/properti/semarang/hos9174904/,"Rumah kusen jati,lantai marmer,solarhart, design mediterania diarea jalan utama"
08-12-2021,468,700,8,4,2,2,Kota Semarang,SHM,7700,Selatan,2950000000,https://www.rumah123.com/properti/semarang/hos9304043/,"6 menit ke UIN Walisongo Semarang
7 menit ke RSUD Tugurejo
3 menit ke Pasar Ngaliyan Semarang"
08-12-2021,212,185,4,4,1,1,Kota Semarang,SHM,2200,Utara,3100000000,https://www.rumah123.com/properti/semarang/hos9303484/,"6 menit ke Bina Bangsa School
9 menit ke Java Mall
10 menit dari AKPOL Semarang"
07-06-2023,113,85,2,1,0,1,"Ungaran, Semarang",SHM,2200,Selatan,970000000,https://www.rumah123.com/properti/semarang/hos13886711/,"DIJUAL rumah Dliwang, dekat Ungaran Square, Kabupaten Semarang, Jawa Tengah. Lokasi sekitar 5 menit dari Ungaran Square; 8 menit dari pintu tol Ungaran."
07-06-2023,96,125,4,3,0,2,"Tanah Mas, Semarang",HGB,2200,Selatan,1760000000,https://www.rumah123.com/properti/semarang/hos13809354/,"Rumah lokasi di Tanah Mas, dekat dengan pusat kota Semarang. Ke Bandara A Yani cuma 8 menit. Stasiun Tawang 11 menit. The Park Mall 13 menit. Simpang Lima 15 menit. RS Columbia Asia 15 menit."
07-06-2023,120,65,2,1,3,3,"Gunung Pati, Semarang",SHM,1300,Selatan,500000000,https://www.rumah123.com/properti/semarang/hos13531651/,Gunung Pati nempel Jl.Raya Utama Mangunsari. Harga mulai 500jt-an (sisa 2 unit)
07-06-2023,90,65,3,1,0,1,"Kalicari, Semarang",SHM,1300,,650000000,https://www.rumah123.com/properti/semarang/hos13731084/,SHM-Pegang Sendiri. Akses Tol Gayamsari. Bebas banjir. Jalan masuk 2 mobil.
07-06-2023,105,85,2,2,0,1,"Tembalang, Semarang",SHM,2200,Barat Daya,950000000,https://www.rumah123.com/properti/semarang/hos12548417/,Dijual Rumah di Pandanaran Hills Tembalang.
07-06-2023,85,30,2,1,2,2,"Tembalang, Semarang",SHM,1300,Timur,590000000,https://www.rumah123.com/properti/semarang/hos13581719/,CLUSTER INARA BULUSAN TEMBALANG UNDIP. Fasilitas: Kolam renang. One gate system. Playground. Dll.
07-06-2023,288,128,3,1,0,0,"Semarang Tengah, Semarang",SHM,1300,Selatan,450000000,https://www.rumah123.com/properti/semarang/hos12966420/,Rumah nyaman asri ditengah kota. Aset Lelang powered by BRI.
07-06-2023,116,200,3,2,1,1,"Ungaran Timur, Semarang",SHM,5500,Barat,1200000000,https://www.rumah123.com/properti/semarang/hos12926299/,Rumah Siap Huni dekat Exit tol Ungaran & RSUD Ungaran. Aset Lelang powered by BRI.
07-06-2023,218,96,2,1,1,1,"Tembalang, Semarang",SHM,1300,Timur,1120000000,https://www.rumah123.com/properti/semarang/hos12899405/,Rumah Baru Kondisi Kosong Hook. Aset Lelang powered by BRI.
07-06-2023,126,110,2,1,1,1,"Tembalang, Semarang",SHM,1300,Timur,1130000000,https://www.rumah123.com/properti/semarang/hos12899163/,Rumah Baru Kondisi Kosong View Kota Semarang. Aset Lelang powered by BRI.
07-06-2023,80,80,2,1,0,1,"Pedurungan, Semarang",SHM,1300,,399000000,https://www.rumah123.com/properti/semarang/hos13717540/,Rumah SHM Murah SIap Huni di Pedurungan Semarang Timur. Lokasi Dekat ke Pizza HUT Majapahit.
07-06-2023,132,52,2,1,0,1,"Mijen, Semarang",SHM,1300,,540000000,https://www.rumah123.com/properti/semarang/hos13800247/,Rumah baru 1 Lantai. Jl. Raya Tempel Jatisari Mijen. Jalan tembus Pasar Ace - Wonolopo - Pasar Mijen.
07-06-2023,296,210,4,4,0,0,"Semarang Barat, Semarang",SHM,900,,1700000000,https://www.rumah123.com/properti/semarang/hos13790370/,"Jumlah rumah kontrakan 4 pintu, dimana setiap rumah kontrakan terdiri dari: R.Tamu, Kamar Tidur, R Keluarga/makan, Dapur & Kamar Mandi."
07-06-2023,121,65,2,1,2,2,"Gunung Pati, Semarang",SHM,1300,Selatan,500000000,https://www.rumah123.com/properti/semarang/hos13706863/,Siap huni rumah impian di Cluster Inara.
07-06-2023,60,30,2,1,0,1,"Ungaran Timur, Semarang",SHM,1300,,230000000,https://www.rumah123.com/properti/semarang/hos13835325/,SHM-Pegang Sendiri. Akses Exit Tol Ungaran. Bebas banjir. Jalan masuk 2 mobil.
07-06-2023,212,300,6,3,0,4,"Ungaran Timur, Semarang",SHM,2200,,1900000000,https://www.rumah123.com/properti/semarang/hos13672339/,SHM-Pegang Sendiri. Akses Exit Tol Ungaran. Bebas banjir. Jalan masuk 2 mobil.
07-06-2023,158,150,3,2,1,1,"Ngaliyan, Semarang",HGB,2200,Utara,840000000,https://www.rumah123.com/properti/semarang/hos13656353/,"Rumah Bagus di Wates Ngaliyan. Alamat: Dekat Jl Wates, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50188. Rumah siap huni di Ngaliyan. Udara sejuk, nyaman. Jalan lebar bs 2 mobil. View oke."
07-06-2023,126,41,2,1,3,3,"Sambiroto, Semarang",SHM,1300,Timur,700000000,https://www.rumah123.com/properti/semarang/hos13661163/,"Selangkah JALAN RAYA UTAMA sambiroto. Nempel Kampus STIKES KARYA HUSADA sambiroto, Perum Aspol, DIKLAT PLN. Dekat kampus UNIMUS, SMPN 29, SMAN 15. DEKAT KE GAYA SWALAYAN Kedungmundu, SUPERINDO kedungmundu. DEKAT FASILITAS UMUM LAINYA DI KOTA SEMARANG."
07-06-2023,117,50,2,1,1,0,"Ungaran Barat, Semarang",SHM,1300,Timur,460000000,https://www.rumah123.com/properti/semarang/hos13493817/,"Jalan Depan Bisa Simpangan Mobil, Bebas Banjir, Udara Sejuk, Lingkungan Aman Nyaman Dan Tenang. Security 24 Jam, Perumahan Cluster One Gate System.
Lokasi Dekat Terminal Sisemut, Dekat Balemong, Dekat Minimarket, Tempat Ibadah, Sekolah, Pintu Masuk Tol Ungaran, Pasar, Rumah Sakit, Dll"
07-06-2023,88,60,2,1,0,1,"Tembalang, Semarang",SHM,1300,Utara,575000000,https://www.rumah123.com/properti/semarang/hos11026701/,"Security 24 Jam, Fasilitas Ada Children Playground. Cluster One Gate System, Kontur Datar Tidak Naik Turun, Bebas Banjir, Lingkungan Aman Nyaman Dan Tenang, Lokasi Perumahan Dekat Jalan Elang Raya Mangunharjo Kec Tembalang. Lokasi Rumah Dekat Rsud Ketileng, Minimarket, Spbu, Sekolah, Tempat Ibadah, Pasar Tradisional, Ke Undip Tembalang Hanya 20 Menit, Ke Unimus Hanya 10 Menit. Ke Pusat Kota Semarang 15 Menit."
07-06-2023,129,125,3,2,0,1,"Krapyak, Semarang",SHM,1300,Selatan,600000000,https://www.rumah123.com/properti/semarang/hos13658527/,"Rumah strategis dekat kantor Samsat, Bandara, Perkantoran, Sekolah, Rumah Sakit, Pasar Tradisional, dan Fasilitas umum lainnya. Bebas banjir, lingkungan aman, ada portal. Harga 600 jt nego."
07-06-2023,135,100,2,1,0,1,"Semarang Barat, Semarang",SHM,1300,Timur,900000000,https://www.rumah123.com/properti/semarang/hos13880461/,"Rumah strategis dekat kantor Samsat, Bandara, Perkantoran, Sekolah, Rumah Sakit, Pasar Tradisional, dan Fasilitas umum lainnya. Bebas banjir, lingkungan aman, ada portal."
07-06-2023,84,44,2,1,0,1,"Pedurungan, Semarang",SHM,1300,,475000000,https://www.rumah123.com/properti/semarang/hos13814711/,"Rumah desain Limasan modern, akses lebar dan mudah, spek premium, dekat ke jalan raya Woltermonginsidi, lingkungan sudah padat dan terbentuk. Dekat dengan fasum publik, konsep bayar yang fleksibel."
07-06-2023,160,55,2,1,2,2,"Mijen, Semarang",SHM,900,Timur,450000000,https://www.rumah123.com/properti/semarang/hos13417041/,Rumah mewah idaman jadi hunian. Lokasi mijen semarang barat. 3 menit jln raya. Jln lebar papasan mobil. Dekat dengan banyak fasum karena dekat jalan raya.
07-06-2023,107,70,3,2,0,1,"Pedurungan, Semarang",SHM,2200,Selatan,700000000,https://www.rumah123.com/properti/semarang/hos12331496/,"Dijual Rumah Siap Huni di Graha Mutiara Suhada Semarang, jalan lebar simpangan 2 mobil, bebas banjir, lokasi strategis dekat 4 kampus di arteri Soekarno Hatta, dekat pasar dan minimarket, 10 menit ke gerbang tol Gayamsari, posisi rumah hook hadap Selatan, kitchen set, full renov tahun 2020."
06-06-2023,299,250,3,3,0,4,Pedurungan,SHM,1300,,1500000000,"Rumah SHM di Gemah, Pedurungan, Semarang | Rumah123.com","Akses Tol Gayamsari & stasiun Tawang, bebas banjir, jalan masuk 2 mobil"
06-06-2023,522,250,5,3,0,1,Pudak Payung,SHGB,2200,Utara,3500000000,Rumah Mewah Banting Harga Lokasi Pudakpayung Kota Semarang | Rumah123.com,"Lingkungan yang sejuk, asri, dan menenangkan membuat waktu istirahat anda di rumah menjadi semakin berkualitas"
06-06-2023,136,100,2,2,0,2,Mijen,SHM,3500,Barat Daya,2400000000,"Rumah 2 Lantai Bagus di Bsb City, Mijen, Semarang | Rumah123.com","Sumber air PAM, Akses jalan masuk 2 mobil, bebas banjir"
06-06-2023,223,138,4,2,2,1,Tembalang,SHGB,2200,Utara,2600000000,"Rumah Lelang Bri, Tembalang, Semarang | Rumah123.com",Aset Lelang powered by BRI
06-06-2023,220,440,4,4,1,2,Candi Golf,SHGB,3500,Utara,6000000000,CANDI GOLF | Rumah123.com,"Dijual rumah baru 2,5 lantai di Candi Golf Semarang. Kamar tidurnya besar dan ada kamar mandi dalam semua."
